Seq
224125
225627
231138
225033
226984
227775
223338
226022
226709
222035
223715
218604
225045
233357
232234
232849
220997
221958
223837
227416
227534
234081
221239
227850
224464
227842
230947
233806
235868
228887
235939
240716
238257
235218
241907
240734
243350
243516
244867
245542
245886
251532
250171
251069
254738
255316
221513
226423
235941
226484
239422
235818
239402
242507
242887
246286
247789
232105
233582
240764
237490
238564
240014
244860
243185
246762
251960
249933
249956
251775
253722
257044
257176
240956
242301
245147
251614
255528
259182
254300
256715
263168
264445
267079
269138
250685
258534
255077
259984
262474
262008
257311
259600
261084
263890
264375
268099
268853
262234
265118
266977
265037
266773
267630
272177
272664
279484
223288
225352
221713
222576
229857
223495
231846
232307
222122
224104
225914
228701
234685
236559
236474
238051
240614
243848
240617
241819
242895
234131
235268
236969
240126
245161
243215
242399
253637
248841
254100
256348
222263
230041
234846
226278
231534
241919
244705
246709
246375
250390
248279
249375
250682
253661
253085
256642
240113
242902
253553
254839
252918
256698
258109
257574
263106
259060
260118
262481
266440
253205
253489
259240
265627
262100
274908
274440
270353
272092
277181
244310
246197
249006
253741
253313
254771
256053
259573
259102
262701
267193
269711
254845
256356
260739
267788
273990
270853
261497
278609
279525
265347
268229
269866
273676
276185
271322
277022
277332
280537
280472
283525
286089
287757
288974
279582
287483
286240
286243
289168
289131
288261
277582
283934
282187
284146
284763
285385
288736
290954
288075
289946
295059
296107
290511
293066
295315
297417
300499
300135
303024
304073
266584
264981
268090
269167
268375
272098
271298
277333
281531
280591
276772
277938
283427
284008
287022
280119
281241
283380
285497
287654
279063
281189
286567
292017
290110
291300
291909
295146
299420
299471
300855
294193
303103
303245
294075
295933
300643
293841
293123
296773
304185
303570
300314
308353
309146
310431
311001
305742
310266
313224
300245
304755
310019
309819
308802
310702
313589
314303
316856
315578
316477
316534
317379
318738
321604
321506
323525
318196
320535
317582
320262
321902
324962
327122
326867
223165
226102
223627
228755
240020
238989
242381
241745
245961
240675
240634
221913
227621
230575
232439
239006
239748
247289
241842
242571
249229
249739
256667
259971
260590
267166
254287
262995
265773
257064
263434
263532
270094
268495
275778
266657
263408
272320
273087
277760
278878
283017
286906
274670
288696
289608
297223
301719
294657
305808
247501
246643
249693
248773
252969
256463
258789
266737
256310
258321
263565
262478
270223
264131
273549
270227
272388
276301
278927
279088
279933
274752
276012
277724
278021
277927
283433
292132
295499
284527
288653
283227
290959
283828
291598
298432
296012
292852
303168
305317
267141
274204
273720
267386
276582
282947
280181
290306
290977
289855
287177
294349
294906
286885
298658
299640
300506
312055
311130
305096
308471
311304
315297
317799
311322
312304
307479
306942
316277
315493
317005
320509
317008
316677
320911
319321
319274
318065
318779
321878
325188
288906
297852
295843
297066
302377
308099
309094
307018
310275
315271
313421
313002
313215
315101
314812
307172
308849
306593
310882
314932
316762
317498
317782
319190
317885
