Seq
221597
221631
229543
223232
226399
220935
231975
234477
240716
245639
248151
255316
223220
226484
237252
237483
237939
242887
242098
232063
230976
232105
231708
236699
239344
241526
246762
255047
251614
256471
259182
265157
257556
257489
257131
263890
266977
277844
257966
271995
272599
280448
301641
304073
319356
319256
322828
323525
318196
317582
320380
324962
319321
311989
311179
324246
330833
329218
330065
333529
333448
331688
339285
338469
345018
337401
329558
334805
326603
334408
334255
338752
337039
338309
340314
344306
345598
347587
354880
355950
351341
312305
315402
312909
313942
332724
339438
340024
323942
329159
332583
328300
330571
331043
333905
346433
353548
357538
420747
423006
422610
424790
428087
429272
438878
465923
459497
478496
466928
466479
469531
472881
481129
482712
489082
487779
506051
507489
223846
224564
249795
232974
231351
230239
242788
243632
244365
233891
250765
247225
247568
248567
243361
258154
261447
265225
258765
263567
253873
257420
257587
263309
266924
263131
263445
266736
266143
270770
253341
254463
262615
265652
269552
269681
257634
268362
270024
268639
272458
277654
284619
290242
268548
284113
292058
260023
266814
269739
274242
277682
289352
292494
397477
405867
410742
391574
402983
394723
395459
395597
401646
408497
420304
410697
412685
423895
426792
431577
412242
416105
428608
436432
444741
444763
448545
451153
449944
460403
470974
463262
468917
472901
475946
476366
225148
223966
222240
223945
230839
222968
231811
226275
229730
225978
228878
242978
247546
244764
247523
248171
251179
250061
224049
231770
236287
235223
238742
239716
233584
259382
267923
266358
266227
266946
269919
269620
221933
227881
221630
227350
226976
224851
233455
234928
233209
241846
245663
248264
249385
245652
246414
251910
253045
255385
258063
257755
259534
265130
267691
266953
267660
261143
266604
259709
253925
254340
258992
261898
269462
268271
284287
278169
287111
288472
292331
295100
294999
264275
270173
274414
278166
288008
274113
298384
299056
298865
301504
303885
305522
306867
303163
326460
248553
249719
255929
266658
267089
257890
258595
258757
261465
265060
265810
271028
271248
281280
276903
283266
281787
291003
284458
300434
299292
308761
309409
308894
315001
314887
316464
290201
300012
302186
301690
303510
305301
309264
314012
298678
301509
300951
307524
308643
324807
340519
336830
327906
334893
347649
351188
353914
353441
347471
351640
367519
369010
367886
371779
372631
291403
302486
299723
307131
312536
312633
315866
305424
306078
308886
307365
312370
309019
315069
315371
317415
316376
319586
321500
325726
333889
329446
338789
322802
332155
341041
341436
339610
339518
342449
343563
349348
324899
337818
344992
340785
350525
350404
347418
351094
353584
358154
351753
352476
362513
360931
373587
373458
347621
349375
351101
349869
350139
348277
353917
360627
357353
357623
358717
362021
364036
368476
365515
370629
371584
371677
365030
368144
377093
373463
375916
376489
378521
382346
373373
382926
374671
374465
374467
377921
378903
377648
380799
381157
391371
387523
385875
391745
392606
396073
361483
367250
372951
367255
374447
375957
377745
378412
379498
377280
380738
377053
385524
388092
370158
376768
372258
375956
376674
377847
382524
384826
391201
391098
391426
393025
392507
394075
397427
396844
398338
383183
388514
389641
389828
391172
395198
400067
396599
395113
395320
397161
397103
398277
401588
400638
405079
404021
394702
401928
401063
405648
400160
401226
401229
401222
402745
402557
406696
403523
407751
405213
409036
410204
406788
412079
411115
417716
417930
242341
246958
259767
261524
261883
259458
264075
253418
269422
262188
261172
265840
266092
275081
283191
287941
291194
266746
274678
272082
274088
274035
274410
281497
293472
290542
295215
295416
302169
289993
292124
295382
295746
296037
314926
303500
304960
309050
306243
310096
314406
323772
319943
302428
304576
308792
304928
321080
321945
325086
326410
327616
325887
333146
339902
342462
344704
345101
313660
314934
319977
323446
322783
326518
330181
336500
340161
339711
326117
328419
331639
338761
337957
339502
337813
342276
341416
340974
343908
336986
340620
352674
295825
299899
303913
315067
304645
304859
318763
326134
315980
316482
323142
339118
330884
332212
332002
335685
335792
341788
321403
328789
336309
343672
348736
348100
341410
355360
347877
357411
359225
348746
349440
