Seq
220670
221608
221909
220921
221761
221784
220699
220736
221002
221071
219948
220444
220812
221036
221646
221715
221915
222948
223074
223227
223481
223653
224292
220941
221461
221962
222426
222293
222649
221054
221473
221792
222066
221706
223238
222337
223360
224028
219979
220235
220492
220567
220005
220169
220385
221212
220815
220903
220240
221110
221597
220971
221779
222378
223378
221352
221631
222108
222803
222841
220848
220805
221550
222069
222790
222128
222454
222370
222819
222971
223455
223322
223776
223794
223907
224571
222623
223287
223458
224183
224729
223982
224379
224938
225121
225155
224305
225117
224989
226429
226849
227371
223807
223746
223997
224918
225706
226966
227737
226455
220740
219857
221533
224125
222235
222409
222452
222492
222972
223130
223291
223843
223199
223586
223821
224006
224157
224222
223168
223289
223106
223124
223886
223507
223641
225087
224961
223719
224240
224639
224627
224085
224642
225652
224908
224965
223028
223671
223839
225217
223392
224713
224532
224808
225627
225249
225435
226571
226903
225862
226645
226794
227247
226749
227176
227961
228819
226872
227411
227461
227574
227717
227763
228594
228682
229276
229640
230209
225456
225712
226209
226653
227056
227432
227084
229543
228801
228657
229500
228797
230880
231138
230032
231170
231589
231448
231997
231110
231150
228712
230235
230469
230411
231298
231251
231493
231715
231598
234211
230673
230705
231409
231511
232750
232448
231814
232464
233317
233930
234508
233443
234210
232672
235169
233885
234122
234680
234565
234937
235488
236436
220975
221768
221144
220541
221414
220453
222078
221167
221826
221959
221924
221755
222754
222289
222829
222482
222536
222461
223061
223827
220172
221040
221816
221422
221626
220364
220503
220529
221114
220572
220738
220188
221103
221477
221640
221657
221214
221509
222189
221668
221351
221487
222134
221749
222517
223449
220929
220206
220299
220592
220802
220876
221482
221686
220700
221496
220755
221193
221363
222884
221760
222816
221281
222255
221587
221885
223040
223273
222394
222608
223399
223867
223352
223692
223968
225237
220475
221498
221372
220902
221603
221624
221800
221821
222000
222167
222168
220987
221259
221675
222016
221421
223923
225033
222909
223241
224317
224685
223551
223320
224031
224107
224674
224719
224823
223949
226125
225047
225067
226984
225962
227378
227775
222617
222677
222890
222691
223315
223520
223733
224570
225092
224663
224533
224638
224345
224830
224754
225188
226539
226119
226121
226368
225281
226052
227000
227010
227767
226379
227185
227330
227437
227496
229800
228690
221381
221231
221060
222095
223192
223338
222432
221658
221731
223043
222676
223254
223659
223890
223089
224479
224707
224995
223562
225179
225126
225661
226784
226788
226557
227339
223405
223050
224090
223086
223445
224303
226022
224481
224268
225515
225842
223952
224644
224563
224792
226709
225566
225617
225129
225487
225670
225694
226056
226008
226993
227162
225079
225729
225663
226035
226173
226690
226796
226738
227812
229446
229223
226773
227444
228898
229279
228561
229580
229831
230288
230027
230432
225644
225693
226003
226256
225977
226341
227049
227859
226615
227832
227527
227622
227708
229232
227637
227893
228365
229272
228638
229078
229667
228987
229678
230374
229238
230589
229574
229775
230875
231098
231249
231389
231462
231848
232191
230256
230464
231287
231349
232712
232212
232273
229379
229445
229777
229829
229742
230165
230330
230052
230944
230985
231367
231945
232024
229656
230412
231265
231658
231943
231328
231732
232154
232384
232474
231072
231966
232346
232805
220120
222656
221014
221297
220676
220580
221404
221257
219940
220122
221238
224033
221774
222605
222927
225071
222214
222970
223800
224086
220171
220831
220379
220470
222096
219923
220532
222287
221316
222822
225035
220121
220260
220858
220167
220797
221106
220067
220813
220152
220427
220612
220781
221082
221298
222975
222035
220157
221073
223715
221990
221280
221303
222238
222419
222111
222982
221746
222272
224539
222706
223436
224236
224411
224145
224579
220264
220320
222073
221133
222892
222962
222199
222282
220836
223057
223499
224277
223346
223803
224171
223637
223813
224284
223545
224173
224618
224672
225835
